project_name,classification,commit_message
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-2614 supports multi part message in PAYLOAD modegit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@941623 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,"CAMEL-831, CAMEL-616: Added flatpack writer to camel-flatpack for the dataformat. Improved the dataformat with the marshal operation as well.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@690690 13f79535-47bb-0310-9956-ffa450edef68n"
camel,None,CAMEL-3674: Added support for blueprint location to Camel properties component to bridge Blueprint and Camel. This allows you to use Blueprint placeholder in Camel routes.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1074807 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-1373: Using CamelCase for keys in headers/properties.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@747774 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-1663: Fixed bug with using Camel and other annotations in same POJO and RouteBuilder classes.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@781349 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-2723: Warn if custom interceptor is not compatible with the async routing engine.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@955873 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-1053 upgraded spring-integration to 1.0.0.RC1git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@711523 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-5061: Polish camel-websocket. Remove incomplete code. Clean resources when stopping.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1301940 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
camel,None,CAMEL-926: beanShell added to script builder and fixed groovy unit testgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@697576 13f79535-47bb-0310-9956-ffa450edef68n
