commit_hash,project_name,classification,commit_message
13e4562924a6cb3d16c262e0f595b2ffbf9e0546,hadoop,None,MAPREDUCE-3144. Augmented JobHistory with the information needed for serving aggregated logs. Contributed by Siddharth Seth.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1185976 13f79535-47bb-0310-9956-ffa450edef68n
13e704f4ae0fe4f6933f87f2fdd7e110b47224b9,tomcat,None,Restore the JSP mappingsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@907469 13f79535-47bb-0310-9956-ffa450edef68n
14305a86b7c124ef4ddd1798249cc3e4bb5d9f6c,camel,None,"CAMEL-1404, CAMEL-1411: Introduced SPI interfaces for pluggable class resolvers for both package scanning and single class loading by name.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@749648 13f79535-47bb-0310-9956-ffa450edef68n"
14366a84c5abc577ecc129c7a35644d45a067403,camel,None,CAMEL-1373: Use CamelCase for header/prop keys. Moved well knows key consts to Exchange. Polished code. Added surpruse for compiler unchecked warnings. Removed some left over generics on Route. Fixed a bug in some util class.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@747062 13f79535-47bb-0310-9956-ffa450edef68n
146200d772120f59ff1b8982abd92cf2206edbe1,tomcat,None,Remove unused codegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1478858 13f79535-47bb-0310-9956-ffa450edef68n
14c0bc54968f85717826befe2155cf6488790ffb,camel,None,CAMEL-974: Polished the DataSetSedaTest.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@766288 13f79535-47bb-0310-9956-ffa450edef68n
14d6b4f75d2365fc33d573e96ef0e7c9ff550ddb,camel,None,Removed TODO from camel-core not needed anymore. Moved an exception class from impl to top level package.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1141109 13f79535-47bb-0310-9956-ffa450edef68n
1544e8d266bba4c5437216bd59d52e3164a028e8,tomcat,Feature Addition,Add helper method Utility.skipFully() (named after DataInput.readFully()) and use it to skip bytes rather than read and ignore.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1624422 13f79535-47bb-0310-9956-ffa450edef68n
157d8f04d2c676ac93a8cda891f804bddf6f7836,apache-ant,None,Update names of properties.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@269069 13f79535-47bb-0310-9956-ffa450edef68n
15a48b8d6b42c3a5c5becb513553322c9a375499,tomcat,None,setBatchingAllowed() will throw IOE in next spec iterationgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1446681 13f79535-47bb-0310-9956-ffa450edef68n
15c1075101d7bbbca496dcb40a3439994095c48f,camel,Feature Addition,Added FileUtilgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@739960 13f79535-47bb-0310-9956-ffa450edef68n
15d0a9ad607516f06b63e56b6f8a533c7e341afd,tomcat,Preventative,Refactor  - put the test only code in the test classes  - reorganise to make it easier to test various connection scenarios Implement a couple of TODO testsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1682885 13f79535-47bb-0310-9956-ffa450edef68n
15dffef790f7ad0f90cb68129bddd4b8509235fd,apache-jmeter,None,Regular Expression Extractor now deletes all stale variables from previous matches.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@634504 13f79535-47bb-0310-9956-ffa450edef68n
1615993b7743218e69cc82fb56ffa99227635a9b,camel,None,"CAMEL-7999: apt compiler to generate json schema documentation for the model, whcih we later use to enrich the xml xsd to include documentation. Work in progress."
1623cf3b64c5ea2e6cb1208f0fbe9dd042527c35,camel,Feature Addition,Added the activate/deactivate lifecylce methods to the Component interface and did some other small cleanupsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520124 13f79535-47bb-0310-9956-ffa450edef68n
165cd28fb88ebc9b5cec231c747449efd798ef65,gerrit,None,Unified: Fix inserting draft within a diff chunk.The logic contained a bogus branch that I forgot to remove.nnChange-Id: Id700c286e6337631cff8e3180718aaa319509649n
165e284cd92d8dd146ac2d0a18b0c72dd112d18b,camel,None,CAMEL-876: Use iterable for splitting large payload together with parallel processinggit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@695358 13f79535-47bb-0310-9956-ffa450edef68n
169740e3b19fbb6557df0e7e9ec1c7820091af1d,apache-jmeter,Corrective,Add interrupt Timer Ensure threads are created as daemons Add some extra debug info Bugzilla Id: 58299git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1698462 13f79535-47bb-0310-9956-ffa450edef68n
16a1e94b65dc7485304a4f5d0f2f14baf6a56c3e,apache-ant,None,Use simplified AbstractContainerTaskgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271693 13f79535-47bb-0310-9956-ffa450edef68n
16bc11f2a0580b2d74bddda06bbb0277326aa5f5,camel,Corrective,Fixed osgi tests.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1058159 13f79535-47bb-0310-9956-ffa450edef68n
16eff682933fb0f28af8a3859f8613b21cd61f91,tomcat,None,Passed with 1.1.0 as wellgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1695164 13f79535-47bb-0310-9956-ffa450edef68n
1710a70a143b5d10132b4a05dbb0a4f1f7c3ae84,apache-jmeter,Corrective,Bug 52265 - Code:Transient fields not set by deserialization Bugzilla Id: 52265git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1442366 13f79535-47bb-0310-9956-ffa450edef68n
172071dd0979c250e5b88e1331902277873ed85c,apache-jmeter,Corrective,Apply bug fix to more getAsText() calls - should now work with IBM Java Dont try to display an error if the GUI has not been initilised Show more info if the impossible happensgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@647634 13f79535-47bb-0310-9956-ffa450edef68n
172a56e64ca0110ea98bf4bb160b3804da90078a,camel,Feature Addition,CAMEL-504 - Refactored atom and added unit testsgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@656509 13f79535-47bb-0310-9956-ffa450edef68n
1747263ac3a20c7c92c76f189127e2b26321ac77,camel,None,CAMEL-3497: Fixed splitter using too much memory when using parallel mode. Now it aggregtes on-the-fly which means memory consumption is low and it now runs much faster overall in performance.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1056744 13f79535-47bb-0310-9956-ffa450edef68n
175e2f5254434d619745ee818337a5f48eca6ff1,apache-ant,None,Zap some antlibsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272457 13f79535-47bb-0310-9956-ffa450edef68n
176a75195425fae64f0237213fc7f025db403baf,apache-jmeter,None,Simplify parseArguments() and encodeSpaces() methodsgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@345759 13f79535-47bb-0310-9956-ffa450edef68n
1776be93767f8fb3f5a2e87b9b1b9b1ffbe8b918,camel,None,"simplified the auto-discovery and endpoint resolving mechanism to simplify the API, reduce the amount of code that a developer has to write and allow for more flexible IoC injectiongit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@525519 13f79535-47bb-0310-9956-ffa450edef68n"
17c03de41cc22c05c189b2be17fd2075761aef96,apache-ant,None,"PR: 34241 Tar task now accepts files <8GB (was <2GB), according to POSIX tar standard.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@278407 13f79535-47bb-0310-9956-ffa450edef68n"
17e0d1a93663aca34197d68589da533114b507a8,apache-jmeter,None,Allow HTTP implementation to be selected at run-timegit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@1040356 13f79535-47bb-0310-9956-ffa450edef68n
17eb25fca3aa016a4d99272b3046c6ee9425f20a,apache-jmeter,None,"The clear() method was defined in the following interfaces: Clearable, JMeterGUIComponent and TestElement. The methods serve different purposes, so two of them were renamed: the Clearable method is now clearData() and the JMeterGUIComponent method is now clearGui(). 3rd party add-ons may need to be rebuilt.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@544682 13f79535-47bb-0310-9956-ffa450edef68n"
1808a690d3473128bfec20d81393a15bcbf7ef7a,apache-jmeter,None,Changes for HttpClient 3.0git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@368543 13f79535-47bb-0310-9956-ffa450edef68n
1817a41ea9165453bd8904498a4ed5c2a20e81a0,camel,None,CAMEL-7800: camel-swagger-java - work in progress
1823a9e9dd1bcb51dea24f5f764de70dae2da2dd,tomcat,None,"Update the modeler with the sandbox version, using dynamic mbeans instead of model mbeans.git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc6.0.x/trunk@415811 13f79535-47bb-0310-9956-ffa450edef68n"
183b544b785955923b387c98e6e8e0969f954354,apache-ant,None,Restore non-BC removal of protected lSep property; WSgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@442375 13f79535-47bb-0310-9956-ffa450edef68n
183bbef21c8b4db6b1b0f83052df395c7adc8537,camel,None,CAMEL-7354: camel-spark component.
1852c2c1daa4339a6b2a45165c99a0498d019115,hadoop,None,Remove FsConfig as intended in HADOOP-7786.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1196143 13f79535-47bb-0310-9956-ffa450edef68n
185b32d97b7ce3cc75b82db2bf336e22327c3492,camel,None,CAMEL-702: A proposed fix for CAMEL-702. Gert will take a look too. Concurrency issue with camel-saon. WORK IN PROGRESS!!git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@676541 13f79535-47bb-0310-9956-ffa450edef68n
18932bbc53d49be0483c50115292b000052a2a7e,apache-ant,Feature Addition,"add support for classpath, and ensure that relative files are resolved properly.the classpath appending when nesting XMLCatalogs may need to be rearranged, not sure.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272531 13f79535-47bb-0310-9956-ffa450edef68n"
18c0edc3cceb36600f2e0543d954d5aeaf7e4793,tomcat,None,https://issues.apache.org/bugzilla/show_bug.cgi?id=48137 Fix javadoc typos Patch provided by qingyang.xugit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@833130 13f79535-47bb-0310-9956-ffa450edef68n
18d01311efb17275f204ff586b39b5182d0143ac,apache-jmeter,Feature Addition,Prevent creation of properties with a null name; re-implement equals to take account of name as well as value; add suitable hashCode() methodgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324351 13f79535-47bb-0310-9956-ffa450edef68n
18dfb34399a3e457c38c455b5cb2616d3bd1cf3e,apache-jmeter,Corrective,"Fixing a few more bugs including element names not supporting functions anymore (now they do again).  Also, save dialog was improperly handling saveResponseData and saveSamplerDatagit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@325648 13f79535-47bb-0310-9956-ffa450edef68n"
191db6a9073e8660440c85d2c1a65e2a48b4b45c,hadoop,Feature Addition,HDFS-2718. Optimize OP_ADD in edits loading. Contributed by Konstantin Shvachko.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1239760 13f79535-47bb-0310-9956-ffa450edef68n
19201622be1db8e166d1cc0dd7e62af4702d2784,hadoop,None,HDFS-4339. Persist inode id in fsimage and editlog. Contributed by Brandon Li.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1465835 13f79535-47bb-0310-9956-ffa450edef68n
192451c5459f4d7e7d4951571a489be2b1e948c1,tomcat,Corrective,"Cleanup and move around the NIO2 sendfile code, addressing a fixme. There should be no functional change.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1681050 13f79535-47bb-0310-9956-ffa450edef68n"
193d3b5c464f5169992e5f9ebb9bf609f0b1efe8,tomcat,Feature Addition,Add in the ability to catch non blocking read and write errors and propagate that to the servletgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1358271 13f79535-47bb-0310-9956-ffa450edef68n
1943fdbec613715f3cdc3ca60cbd273115f28299,hadoop,None,YARN-229. Remove old unused RM recovery code. Contributed by Bikas Saha.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1415029 13f79535-47bb-0310-9956-ffa450edef68n
194e59822c53f3f0efc6d10f3c9e4e683d3b76d7,apache-jmeter,Feature Addition,No need to create the JLabel() any moregit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@604002 13f79535-47bb-0310-9956-ffa450edef68n
19600e6d005c8bebbf6697bd00516e843f0a34f4,apache-ant,Feature Addition,Refactored proposal so it is more inline with apporpriate design patterns.Added in a number of new tasks to demonstrate interaction with tasklet runtime.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268316 13f79535-47bb-0310-9956-ffa450edef68n
19b538dbb432da9699d0ed20b53f2ae0bb621a2b,gerrit,Merge,Factor out code for updating notes branches to NotesBranchUtil.The CreateCodeReviewNotes and BanCommit classes both need the samenfunctionality of updating a notes branch and automatic merge of notentrees. The code was repeated in both classes with slight variations.nThe same functionality will probably be needed as soon as we introducenyet another special purpose notes branch.nnChange-Id: If2fc17cd795585a9f90bb0bf82695db9bd04392cnSigned-off-by: Sasa Zivkov <sasa.zivkov@sap.com>n
19b997ccb45c86d22e8ed98e4f7ca9209e65b0b1,tomcat,Corrective,Fix https://issues.apache.org/bugzilla/show_bug.cgi?id=49860 Add support for trailing headersgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1003461 13f79535-47bb-0310-9956-ffa450edef68n
19c77804f61564962d17e203bc79afdf69cbdd23,tomcat,None,Remove class that no longer compilesgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1672143 13f79535-47bb-0310-9956-ffa450edef68n
19c8230231ba01997b75bf8491c83ce5b988cdbd,gerrit,Corrective,Enable buttons on CommentBox.Add click handlers to buttons for making REST API calls.nnFixed bugs in CommentApi. The callbacks were parameterized withnincorrect types.nnChange-Id: If1f7ccee37c68434fdf29df63ad904453322139bn
19cf3552545cb76bc01af4e71541eb18a4ec8c9d,apache-jmeter,None,Tristate default values need to be savedgit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1418687 13f79535-47bb-0310-9956-ffa450edef68n
19d768b7be6b6bcfeba014ef1a9e3d382b5e0f93,gerrit,Merge,MergeUtil: Remove legacy label IDInvalid since commit 8cc723e4cd03f0ac3da67baf5b3f98ec7f498749nnChange-Id: Ie2a88d768ff0e1a54c530381472f30ecb4500588n
19dead446843ea4b2b028f275783660c365a0ca0,gerrit,Feature Addition,Consider all accounts which have the same email address during loginWe just examine every single potential account during the SSH login.nIts unlikely two accounts will share the same email address *and*nthe same public key.nnSigned-off-by: Shawn O. Pearce <sop@google.com>n
19f6405507e4ce739e73a61e63954b88bd2c4936,apache-jmeter,Corrective,Fix tag nesting (hopefully)git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-2@516995 13f79535-47bb-0310-9956-ffa450edef68n
1a108a65faa1264776d33ddaa1de188b85b6543c,tomcat,None,Tabs -> 8 spaces Format long linesgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@944838 13f79535-47bb-0310-9956-ffa450edef68n
1a19815b52a418a3fb1c4979bb269ef6626a07a9,apache-ant,Corrective,Start to convert into a myrmidon task.Remove notion of failonerror/output/input etc. Will handle ina different way in ant2.nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270235 13f79535-47bb-0310-9956-ffa450edef68n
1a31566816418d4b1e574a0533905a27aad7f82d,camel,None,CAMEL-7354: migrated spark example to use Rest DSL
1a4f7425fe8968b0b70c9071fc9235003242b7c8,gerrit,None,"SideBySide2: Disable vim keys only oncedisableUnwantedKey() is a static method on the vim mode, Gerritnshould only need to execute it once to kill the bindings named.nndefineVimEx() is no longer required so remove its JSNI glue.nnChange-Id: I53a3be9bcc4dca6d2bb6edee83fa5c79c9961dc2n"
1a7fcca8cc49b47d0aa211e1a297adaf7f5e760b,camel,Feature Addition,CAMEL-3041 Added OSGi JMX test for the auto assigned CamelContextIdgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@984699 13f79535-47bb-0310-9956-ffa450edef68n
1ab4659b6b751f1cb3b543d2b292db096f87b541,hadoop,Corrective,MAPREDUCE-5084. fix coverage org.apache.hadoop.mapreduce.v2.app.webapp and org.apache.hadoop.mapreduce.v2.hs.webapp (Aleksey Gorshkov via jeagles)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1494676 13f79535-47bb-0310-9956-ffa450edef68n
1abfd35d76cf5147dd6706214a2e7b3fdc7a5d74,gerrit,None,Replace multiple if (x) return; statements with single conditionalChange-Id: I9487687586ca4694fd0bca87a13b813e5d1ff188n
1acfe6e75143fa66320db1fd2159f7a4fd008b94,camel,Preventative,Get some more tests working
1ad8415b72cb2b2dbfa85d27771177873c2a5c4c,hadoop,None,MAPREDUCE-2736. Remove unused contrib components dependent on MR1. Contributed by Eli Collinsgit-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1189982 13f79535-47bb-0310-9956-ffa450edef68n
1b218377e492eb419d9fa3365996323b3ba07d4d,camel,None,CAMEL-761: removed unused and broken jmx component from camel-core. We do a total overhaul of JMX in Camel 2.1.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@787905 13f79535-47bb-0310-9956-ffa450edef68n
1b339da96500b61b47a056688817c737c83b2a67,camel,Non Functional,Polished exclusive read lock for FileConsumer and FTPConsumer. Not possible to unit test in single JVM with unit test and Camel running on same JVM. See FileLock javadoc.git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@680159 13f79535-47bb-0310-9956-ffa450edef68n
1b67b47de194d356f4fcedd87f72b5819d8eefe6,tomcat,None,Remove comment. jvmRoute replacement happens elsewheregit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@915076 13f79535-47bb-0310-9956-ffa450edef68n
1b87e8ce916b20e7ffd3e16a55166893b2fc39f4,tomcat,None,Not used any more ( were part of the mini-servlet on top of coyote )git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@896228 13f79535-47bb-0310-9956-ffa450edef68n
1bae2089f57cca232ec1e2d96473391c6ad1385b,apache-ant,Feature Addition,Add resource collection support to replaceregexp.  PR 46341.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@723432 13f79535-47bb-0310-9956-ffa450edef68n
1bc1b47382df1be397ee6ad5021ff9829ce68414,apache-ant,None,Kill ant1 compat layergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@272461 13f79535-47bb-0310-9956-ffa450edef68n
1bd2457e52fc19f621a7d577fe896bfb98561004,log4j,None,Removed unused gui stuff.PR:nObtained from:nSubmitted by:nReviewed by:nnngit-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@309064 13f79535-47bb-0310-9956-ffa450edef68n
1c15670d531945e3cae856af35bc0e52567c2ea5,hadoop,Corrective,"MAPREDUCE-2948. Hadoop streaming test failure, post MR-2767 (mahadev)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1166402 13f79535-47bb-0310-9956-ffa450edef68n"
1c516bca180cccf5065272728cbccae7084999b0,tomcat,None,Remove the deprecated DateTool and some other (all bar one) deprecated methods that depended on it. Update SSI and ServerCookie to use local formats in a thread safe way.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@700167 13f79535-47bb-0310-9956-ffa450edef68n
1c82523e5d8642ee19f7780359c01ea9fe49ebce,camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
1cb78c391f3a299bde5f684d73acd28804095fad,tomcat,None,Removed commented out code / unused classes.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@759544 13f79535-47bb-0310-9956-ffa450edef68n
1cd511911f8ee040913c26e6b130791eb635a65f,log4j,Feature Addition,- Added support for the JDBC 3.0 getGeneratedKeys function which if supported by the JDC driver obsoletes the need for a RDBMS specific SQLDialect.git-svn-id: https://svn.apache.org/repos/asf/logging/log4j/trunk@310612 13f79535-47bb-0310-9956-ffa450edef68n
1cf34e10947b9de2fb345578caed557b5777345f,apache-ant,Corrective,"Fixed resource problems, and changed mechanism by which resources are passed to the actions.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@268403 13f79535-47bb-0310-9956-ffa450edef68n"
1d1549541d3489182b049d91638d56b57afd6c02,camel,None,CAMEL-3151: CxfProducer uses mandatory body to ensure input message exists. This avoids NPE exceptions later on.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1003946 13f79535-47bb-0310-9956-ffa450edef68n
1d257ec07d7855c424dac389df55eb6ee40f817d,tomcat,None,Support non-blocking IO for WebSockets (between messages) if the endpoint supports it.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1294839 13f79535-47bb-0310-9956-ffa450edef68n
1d2784e6d5429505b3b420e342992c22cd5373a6,apache-ant,None,Answered my own previous question concerning thread safety.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@271709 13f79535-47bb-0310-9956-ffa450edef68n
1d35952456418c80cdca6e8e117699cc2a88a7e0,tomcat,Preventative,First pass at an implementation that supports multiple certificate types for all connectors. Smoke test (SNI with 2 hosts with NIO) passes. Further testing required. Configuration via server.xml is still TODOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1686501 13f79535-47bb-0310-9956-ffa450edef68n
1d43719f362fce2f806833ab6455397dc8a320be,apache-jmeter,Feature Addition,New JDBC Connection Pool resource.  Revamping JDBCSampler to use TestBean framework and the new connection pooling.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@324561 13f79535-47bb-0310-9956-ffa450edef68n
1d677212cc1f9d5b494e87939453a69e300a9056,apache-ant,Feature Addition,Removed some unused crufty code and moved native ENvironment manipulation code into new class.git-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270319 13f79535-47bb-0310-9956-ffa450edef68n
1d6e178144e9e3915ceea92d8c5de8b14cd02714,hadoop,None,YARN-2347. Consolidated RMStateVersion and NMDBSchemaVersion into Version in yarn-server-common. Contributed by Junping Du.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1614838 13f79535-47bb-0310-9956-ffa450edef68n
1d7212692463c7a9da228342b23d56ccb2e6b76f,apache-ant,Feature Addition,Created a OutputStream that redirected to an appropriate handlergit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@270552 13f79535-47bb-0310-9956-ffa450edef68n
1d7bfd7037eed2a887332344dbdd49acb07a7cde,camel,None,CAMEL-617: Add support for integrating with AS/400 DTAQgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@677858 13f79535-47bb-0310-9956-ffa450edef68n
1d84d983a2160e3c9815e4e2dc2150a8d75a96c8,hadoop,Corrective,MAPREDUCE-2954. Fixed a deadlock in NM caused due to wrong synchronization in protocol buffer records. Contributed by Siddharth Seth.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1167061 13f79535-47bb-0310-9956-ffa450edef68n
1db1969468f44e0697c55ab5a249a051d473d3af,apache-jmeter,Feature Addition,Use new JOrphanUtils.split() methodgit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/branches/rel-2-1@327811 13f79535-47bb-0310-9956-ffa450edef68n
1dc549d072e0907180274aa3a989566e22725471,apache-jmeter,None,"The the case of getSendParameterValuesAsPostBody, encoding should be left to the entity handlergit-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1376905 13f79535-47bb-0310-9956-ffa450edef68n"
1dc631ee9860da773371c16d2fa6982ae92b13d7,camel,None,CAMEL-7949: Harden sjsm component. Thanks to Aaron Whiteside for the patch.
1dd323b700868e8c46476a7a71d950c6acee3e33,apache-jmeter,None,Get list of languages from JMeterMenuBargit-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@776135 13f79535-47bb-0310-9956-ffa450edef68n
1dd68b883013115def67a6963ff8c1abcc055e5c,apache-jmeter,Non Functional,Reformatted to JMeter conventions. Minor JavaDoc updates (mostly formatting). Removed an unused private field.git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323420 13f79535-47bb-0310-9956-ffa450edef68n
1ddd5281c7e0e78f547047dbba54dfab5ecd98ed,camel,None,CAMEL-3711: Fixed onException with same type is preserved in same order when route is builtgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1074046 13f79535-47bb-0310-9956-ffa450edef68n
1e0c51c66e107a79b43c16dc1808168636626a3b,hadoop,Merge,HADOOP-7348. Change addnl in getmerge util to be a flag -nl instead (XieXianshan via harsh)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1225192 13f79535-47bb-0310-9956-ffa450edef68n
1e3b06fe9d3ae55ec6d72a16ed28a55e652f6298,apache-jmeter,Merge,Big Ugly Merge from 2-0git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@325054 13f79535-47bb-0310-9956-ffa450edef68n
1e4008fe1ae98f1feff6b027135c662a8908935f,camel,Feature Addition,CAMEL-2195 add the parameter size validation on camel-cxf producergit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@891148 13f79535-47bb-0310-9956-ffa450edef68n
1e637214315500c1ca8fe8468df9fe9a89f212f7,apache-jmeter,Corrective,Bug 58685 - JDatefield : Make the modification of the date with up/down arrow work Bugzilla Id: 58685git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1717954 13f79535-47bb-0310-9956-ffa450edef68n
1e7a4f4dca61b7f351951737fdc780394288f072,camel,None,CAMEL-2348: Improved EventNotifier to ignore categories of events. Renamed DefaultEventNotifer to LoggingEventNotifier and let EventNotifierSupport be a class to extend for custom implsgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@897885 13f79535-47bb-0310-9956-ffa450edef68n
1e8307708de490453db28c89f777eb4a9c08767b,apache-ant,Feature Addition,"Allow to specify a given factory implementation for the transformer (xsltc, xalan, saxon...) and to specify processor specific settings.TraxLiaison has been completely refactored because the factorynneeded to be created once everything was set up.nnI dont think it is final state since it might be better to specify factory attributesnand element in a <factory> element rather than how it is now.nnXSLTProcess starts to bevery difficult to read with all the inner classes as well...nnngit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@273089 13f79535-47bb-0310-9956-ffa450edef68n"
1ee0677840d3bcefb3c93f7be15ec273f0bf02dd,tomcat,Feature Addition,add some arrows to the diagramgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1069032 13f79535-47bb-0310-9956-ffa450edef68n
1ee621d39c7b7c3cbc4d2d86073d5feb83eb906f,camel,None,CAMEL-3545: Refined code to only validate if it was a bean ref to ensure its valid. This helps check mis types during start of Camel.git-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1059359 13f79535-47bb-0310-9956-ffa450edef68n
1ee75b4321c81ebbb2c82c6516f2b4a71c5a6a13,camel,None,"CAMEL-7999: apt compiler to generate json schema documentation for the model, whcih we later use to enrich the xml xsd to include documentation. Work in progress."
1f40b8b4e8ce8c4876c1b57012cbd12332d0c096,hadoop,None,MAPREDUCE-4782. NLineInputFormat skips first line of last InputSplit (Mark Fuhs via bobby)git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1407505 13f79535-47bb-0310-9956-ffa450edef68n
1f46b991da9b91585608a0babd3eda39485dce09,hadoop,Corrective,MAPREDUCE-2908. Fix all findbugs warnings. Contributed by Vinod K V.git-svn-id: https://svn.apache.org/repos/asf/hadoop/common/trunk@1166838 13f79535-47bb-0310-9956-ffa450edef68n
1f71acf427e164e75bc4f90b1ddaecd51998709b,apache-ant,None,Coding conventionsgit-svn-id: https://svn.apache.org/repos/asf/ant/core/trunk@274856 13f79535-47bb-0310-9956-ffa450edef68n
